"item_id","item_name","description","tooltip_desc","image1","image2","price","category_id","cat_also","cat_third","char_class","special","game_name","game_stack","game_color","game_type","spawn_text","rank","sold","date_created"
"319","120 Archery","Archery is one of the most popular character skills. To be the best possible archer you'll need max archery skills. The archery power scroll allows players to compete with other fully skilled characters and gives equal opportunity during PvP battles. Using a legendary power scroll to max archery skill at 120 makes for a really fun character to play because of how powerful they can be.  This Ultima Online power scroll makes a huge difference in a players hit success chances and is required for any serious archer.  A UO 120 Archery scroll is needed to avoid missed shots with your arrows.  Buy our UO 120 Archery power scroll for your character, these scrolls are rare, and not easy to come by. It is used for doing ranged damage and requires bolts or arrows per shot.","Archery power scroll - Max Level (120)","pscrolls.png","pscrolls.png","3.49","11","0","0","ranged","0","legendary scroll of archery","0","1",,,"4","0","2018-03-02"
"320","Whetstone of Enervation","This UO Whetstone of Enervation is used to wipe the damage property off a crafted weapon.  Buying this will allow full imbue customization on a crafted weapon.  Start by lesser reforging to get the perfect base piece.  Then apply the whetstone to remove the damage property due to crafting. After that use powder of fortification before finally imbuing the item.",,"whetstone.png","whetstone.png","2.79","14","0","0","crafter","0",,"0","1",,NULL,"2","0","2018-08-01"
"321","Powder of Fortification x10","This UO Powder of Fortification is used to adding 10 durability to crafted items per charge. There is no limit to the amount of times you can use this on one item. ","Powder of Fortification","powderoffort.png","powderoffort.png","2.24","14","4","0","crafter","1",,"0","1",,,"3","0","2018-08-07"
"322","Raptor Teeth x100","These UO Raptor Teeth are used to imbue the following properties on a weapon.  Most sampire weapons are going to require some raptor teeth if you want hit area added. Thees drop from raptors, which are found in Tel Mur, south of the royal city. 
 
Hit Cold Area 
Hit Energy Area 
Hit Fire Area 
Hit Physical Area 
Hit Poison Area","Raptor Teeth","raptorteeth.png","raptorteeth.png","1.59","14","0","0","crafter","1",,"0","1",,,"51","0","2018-08-07"
"323","Void Orb x100","This UO Void Orb is used to imbue the following properties on a weapon. These can be crafted by a tinker with enough skill. Void orbs are dropped by Void creatures in Ter Mer, and on the 5th level of Shame. These are ingredient for Ultima Online crafting and is used in certain recipes made by blacksmiths, tinkers, tailors and carpenters. 
 
Hit Life Leech
Hit Mana Leech
Hit Stamina Leech","Used as an ingredient in tinkering and imbuing. ","voidorb.png","voidorb.png","2.19","14","4","0","crafter","1",,"0","1",,,"52","0","2018-08-07"
"324","Boura Pelt x300","UO Boura Pelts are found on Boura's in Tel Mur.  This UO Boura Pelt is used to imbue the following properties on a weapon. 
 
Hit Life Leech
Hit Mana Leech
Hit Stamina Leech","Boura Pelt","bourapelt.png","bourapelt.png","1.99","14","0","0","crafter","1",,"0","1",,,"53","0","2018-08-07"
"325","Parasitic Plant x300","UO Parasitic Plants spawn from lumberjacking random trees. This UO Parasitic Plant is used for adding the following properties to items. 

Hit Lower Attack
Hit Lower Defense
Hit Harm","Parasitic Plant","pplant.png","pplant.png","1.59","14","0","0","crafter","1",,"0","1",,,"54","0","2018-08-07"
"326","Barbed Runic Sewing Kit x10","CHARGES: 15 x 10 = 150 total charges. These UO Barbed Sewing Kits are used to craft magic tailoring items and for reforging. These are obtained by handing in bulk order deeds for points at a tailor npc. Once you have your base item, reforge and try to get the special non-imbuable properties like Damage Eater.  Barbed Runic Sewing Kits have a 50%-100% intensity on 4 properties. These tools are a tailoring reward that are consumables as well.","Barbed Sewing Kit","barbedsewingkit.png","barbedsewingkit.png","3.99","46","4","0","crafter","1",,"0","1",,,"13","0","2018-08-07"
"327","Horned Runic Sewing Kit x10","A Horned sewing kit spawns from handing in high-level tailoring BOD's to the tailor NPC. These UO Horned Sewing Kits are used to craft magic tailoring items and for reforging. Use of the sewing kit during crafting allows a Tailor to create magic, or modified, armor and weapons.
 Get the Horned Runic Sewing Kit in minutes on Atlantic server with fast delivery from the UOKING team. Another way to get the Horned Runic Sewing Kit is by handing in bulk order deeds but this can be time consumming.

30 Charges per","Horned Sewing Kit","hornedsewingkit.png","hornedsewingkit.png","3.99","46","0","0","crafter","1",,"0","1",,NULL,"12","0","2018-08-07"
"328","Shadow Runic Hammer x5","These UO Shadow Runic Hammers are used to craft magic blacksmithing items and for reforging. A Shadow Runic Hammer is obtained from handing in high-level smithing BOD's to the blacksmith NPC.  You can reforge or craft until all 45 charges are gone.

Charges Per Hammer: 45","Shadow Runic Hammer","shadowrunichammer.png","shadowrunichammer.png","2.49","46","0","0","crafter","1",,"0","1",,,"16","0","2018-08-07"
"329","Valorite Runic Hammer x5","These UO Valorite Runic Hammers are used to craft magic blacksmithing items and for reforging. The total charges for this comes to 75. These are obtained by handing in bulk order deeds for points at a blacksmith npc.","Valorite Runic Hammer","valoriterunichammer.png","valoriterunichammer.png","17.99","46","0","0","crafter","1",,"0","1",,NULL,"15","0","2018-08-07"
"330","Britches of Warding","Buy these UO britches of warding before they get sold out. These are the newest warrior leggings from doom. These are the rarely crafted fire eater version.  Work HCI into your suit with this unique artifact.
	
Fire Eater 9%
stamina increase 12
hit chance increase 10%
lower mana cost 8%
physical resist 20%
fire resist 20%
cold resist 20%
poison resist 20%
energy resist 20%
strengh requirement 60","Fire Eater 9%
stamina increase 12
hit chance increase 10%
lower mana cost 8%
physical resist 20%
fire resist 20%
cold resist 20%
poison resist 20%
energy resist 20%
strengh requirement 60","britchesofwarding.png","britchesofwarding.png","5.99","15","36","0","melee, ranged","0",,"0","1",,"Gauntlet artifact drop found in Doom dungeon.","3","0","2018-08-20"
"331","Davies Locker","An Ultima Online Davie's locker is a special reward that can be placed in players' homes and used as treasure map storage. Many people chose to use their 8th-year vet reward to get a Davies Locker. It will hold up to 500 treasure maps or MIBs. This item is a veteran reward which means it can be used by anyone but only picked by players with long enough account age.  Replicate of the table map that is in the front lobby at Mythic Studio, created by Alan Davies.


This Veteran Reward is usable by anyone and any account age, after it's been claimed.",,"davieslocker.png","davieslocker.png","24.99","26","0","0",,"0",,"0","1",,,"0","0","2018-09-10"
"332","Auction Safe","The Auction Safe in Ultima Online is a house add-on that allows players to auction items within their homes. As a veteran reward, it provides a secure and convenient method for selling items to other players. The process involves placing the desired item into the safe, setting auction parameters such as minimum bid and duration, and then letting other players place bids. This system not only enables players to showcase their items but also facilitates higher sales than traditional vendor methods. The Auction Safe is a valuable tool for entrepreneurial players who want to run their own in-game auctions and manage sales efficiently.

The Auction Safe in Ultima Online is a valuable item for players who want to conduct auctions within their homes. Introduced as a veteran reward, it allows players to place items up for auction, displaying them prominently for other players to bid on. To set up an auction, the player selects an item from their backpack, ensuring it meets specific criteria, such as not being a container or exceeding a certain weight. The auction setup includes defining a starting bid and auction duration, and optionally a ""Buy Now"" price. Once the auction begins, it cannot be altered. Bidders must have sufficient funds in their accounts, which are deducted if their bid is the highest. Upon the auction's conclusion, the winning bidder has three days to claim the item, after which it reverts to the owner if unclaimedâ€‹

The Auction Safe enhances player interaction and commerce, allowing for competitive bidding and immediate notification of auction outcomes via in-game mail. The owner of the Auction Safe receives the payment immediately upon auction completion, and the safe can be reused for future auctions. The auction system ensures transparency and efficiency, as bidders receive notifications if they are outbid and get refunds if their bids are not successful. This functionality makes the Auction Safe a must-have for any Ultima Online entrepreneur looking to maximize their sales and create dynamic trading opportunities within the game","1st Year Veteran Reward","auctionsafe.png","auctionsafe.png","10.99","26","0","0",,"0",,"0","1",,,"0","0","2018-09-10"
"334","Garden Shed","The Ultima Online garden shed is an extraordinary item that works as a house add-on, granting extra container storage for any home. You can buy on any shard, this Ultima Online Garden Shed is exactly what you need if you are out of space or just looking for a place to store all of your extra house items. Add 125 max house storage with unlimited weight! This is a way to get tons more storage space in a house at max storage capacity.  Have the capacity of a castle if you buy enough.  These UO garden sheds look really cool in-game and are usually placed on rooftops.  They are a 15 year vet reward that can be chosen using the reward system.

This Veteran Reward is usable by anyone and any account age, after it's been claimed.","Ultima Online Garden Shed Vet Reward","gardenshed.png","gardenshed.png","29.99","26","0","0",,"0",,"0","1",,,"0","0","2018-09-10"
"335","Mining Cart","This UO Mining Cart decoration is very high level vet reward. Makes for a great scene in your house. Owning a making cart allows the player to place an ore cart or a gem cart in their home, which allow you to harvest ore and gems. Your account needs to be at least 120 months old to use this item.",,"miningcart.png","miningcart.png","22.99","26","0","0",,"0",,"0","1",,,"0","0","2018-09-10"
"336","Shanty's Waders","The Shanty's Waders are a new footwear slot artifact released in the recent Time of Legends expansion.  The boots swap more hitch chance for less defense. These are great boots to grab if you need to swap 10 HCI for -5 DCI.  Used when trying to customize mods to fit better. This is a great item in Ultima Online for balancing out the 2 stats.

Hit Chance Increase 10%
Defense Chance Increase (-5%)"," Hit Chance Increase 10%
Defense Chance Increase (-5%)","shantyswaders.png","shantyswaders.png","1.49","6","33","0","melee, ranged","0",,"0","1",,"Shadowguard Roof. ","3","0","2018-09-11"
"337","Despicable Quiver (Fire)","Getting yourself a Despicable quiver (fire) is simple and fast when youre at UOking, add this and many other items to your cart and contact us for a fast delivery, have your character completed today! This item is an imperative back slot item found in Ultima Online that allows you to further customize your suit that might need some of the offered stats that the quiver brings. This UO despicable quiver is one the best back slot pieces in ultima online for a warrior. It has the 5 dex 5 hci and 10% fire resist which is really helpful for a sampire.  Buy this UO despicable quiver to help cover the lost fire resist going into vamp form.  The 1 other back slot you could use related to this is the Jumu's hide. 

Archery +5
Damage Modifier: 10%
Ammo: 0/500 Arrows
Dexterity Bonus 5
Reflect Physical Damage 5%
Hit Chance Increase 5%
Fire Resist 10%
Lower Ammo Cost 30%
Contents: 0/1 Items 0/50 Stones","Archery +5
Damage Modifier: 10%
Ammo: 0/500 Arrows
Dexterity Bonus 5
Reflect Physical Damage 5%
Hit Chance Increase 5%
Fire Resist 10%
Lower Ammo Cost 30%
Contents: 0/1 Items 0/50 Stones","despicablequiver.png","despicablequiver.png","19.99","15","45","0","melee","0",,"0","1",,,"0","0","2018-09-11"
"338","Horned Leather 10K"," This is special leather that will increase fire resists higher than normal when used for crafting armor.","Horned Leather","hornedleather.png","hornedleather.png","1.99","14","0","0","crafter","1",,"0","1",,,"16","0","2018-08-07"
"339","Barbed Leather 10K","The barbed leather is gathered in Ultima Online by slaying dragons and carving the body up with a knife, giving about 40 leather per corpse. Depending on your facet will change the amount of UO barbed leather you receive. This is special leather that will increase energy resists higher than normal when used for crafting armor.","Barbed Leather","barbedleather.png","barbedleather.png","1.99","14","4","0","crafter","1",,"0","1",,,"17","0","2018-08-07"
"340","Spined Leather 10K"," This is special leather that will increase cold and phy resists higher than normal plus add 40 luck when used for crafting armor.","Barbed Leather","spinedleather.png","spinedleather.png","1.99","14","0","0","crafter","1",,"0","1",,NULL,"15","0","2018-08-07"
"341","Leather 60K","This is normal leather used for training and farming base pieces. Leather is made by using scissors to cut up leather hide.","Leather","leather.png","leather.png","1.49","14","0","0","crafter","1",,"0","1",,,"14","0","2018-08-07"
